,State,Year,NO2 Mean,SO2 Mean,O3 Mean,CO Mean,age,sex,val
0,Alabama,2013,12.065634967741934,0.771912935483871,0.01209883870967742,0.2118727419354839,0 to 14,Both,2.4277419723417193
1,Alabama,2013,12.065634967741934,0.771912935483871,0.01209883870967742,0.2118727419354839,0 to 14,Female,2.0900316012406894
2,Alabama,2013,12.065634967741934,0.771912935483871,0.01209883870967742,0.2118727419354839,0 to 14,Male,2.7519446368957627
3,Alabama,2013,12.065634967741934,0.771912935483871,0.01209883870967742,0.2118727419354839,15-49 years,Both,7.903680022924747
4,Alabama,2013,12.065634967741934,0.771912935483871,0.01209883870967742,0.2118727419354839,15-49 years,Female,7.54379358520503
5,Alabama,2013,12.065634967741934,0.771912935483871,0.01209883870967742,0.2118727419354839,15-49 years,Male,8.269100284199911
6,Alabama,2013,12.065634967741934,0.771912935483871,0.01209883870967742,0.2118727419354839,50-69 years,Both,121.98151356294011
7,Alabama,2013,12.065634967741934,0.771912935483871,0.01209883870967742,0.2118727419354839,50-69 years,Female,105.72310824247059
8,Alabama,2013,12.065634967741934,0.771912935483871,0.01209883870967742,0.2118727419354839,50-69 years,Male,139.6669762396547
9,Alabama,2013,12.065634967741934,0.771912935483871,0.01209883870967742,0.2118727419354839,70+ years,Both,907.8534053275389
10,Alabama,2013,12.065634967741934,0.771912935483871,0.01209883870967742,0.2118727419354839,70+ years,Female,808.4040070101125
11,Alabama,2013,12.065634967741934,0.771912935483871,0.01209883870967742,0.2118727419354839,70+ years,Male,1049.8913491665362
12,Alabama,2014,9.412271341059602,1.1976176887417218,0.024632635761589403,0.2061438609271523,0 to 14,Both,2.4851347375057884
13,Alabama,2014,9.412271341059602,1.1976176887417218,0.024632635761589403,0.2061438609271523,0 to 14,Female,2.150801685229367
14,Alabama,2014,9.412271341059602,1.1976176887417218,0.024632635761589403,0.2061438609271523,0 to 14,Male,2.806070836341701
15,Alabama,2014,9.412271341059602,1.1976176887417218,0.024632635761589403,0.2061438609271523,15-49 years,Both,7.744128368409839
16,Alabama,2014,9.412271341059602,1.1976176887417218,0.024632635761589403,0.2061438609271523,15-49 years,Female,7.629237761215323
